# AUTO-GENERATED by tools/datamine_item_play_regions.py --emit -- DO NOT EDIT.
# Per ITEM PLACEMENT: the play_region id(s) of the ground the pickup stands on,
#   read from MSB Region/PlayArea <PlayRegionID> by point-in-volume test -- the
#   exact id the client's kick-watch reads. buckets = ID // 100.
# One row per placement: a flag placed in two maps has two rows (442 flags are).
# source: volume:/interior-vol: = a volume CONTAINS it (the ruling); seam:/
#   interior-seam: = within 8 m of a volume face; tile-default/interior-map =
#   the PlayRegionParam default for its own tile; '-' = no answer, and absence
#   of an answer is NOT evidence about the region.
# Calibrated by --graces against greenfield/grace_ground.tsv (docs/PLAYAREA-ITEM-SCAN.md).
flag	map_id	play_region_ids	buckets	source
39207020	m39_20_00_00	3920000;3920001;3920002;3920003;3920004	39200	interior-map
39207030	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ④
39207040	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ②
39207050	m39_20_00_00	3920000;3920001;3920002;3920003;3920004	39200	interior-map
39207060	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ④
39207070	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ②
39207080	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ①
39207090	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ③
39207100	m39_20_00_00	3920000;3920001;3920002;3920003;3920004	39200	interior-map
39207110	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ②
39207120	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ①
39207130	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ①
39207140	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ④
39207150	m39_20_00_00	3920000;3920001;3920002;3920003;3920004	39200	interior-map
39207160	m39_20_00_00	3920000;3920001;3920002;3920003;3920004	39200	interior-map
39207970	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ①
39207980	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ①
39207990	m39_20_00_00	3920002	39200	interior-vol:Compositeパーツ プレイ領域 3920002 ②
40007000	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007020	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007040	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007050	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007060	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007070	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007080	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007090	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007100	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007110	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007120	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007800	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007810	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007820	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40007900	m40_00_00_00	4000000;4000001;4000002	40000	interior-map
40017000	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017010	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017020	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017030	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017040	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017050	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017060	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017070	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017080	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017090	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017100	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017110	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017120	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017130	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017140	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40017150	m40_01_00_00	4001000;4001001;4001002	40010	interior-map
40027000	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027010	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027020	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027100	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027110	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027120	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027130	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027140	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027200	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027210	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027220	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
40027900	m40_02_00_00	4002000;4002001;4002002;4002003;4002004	40020	interior-map
41007000	m41_00_00_00	4100000;4100001;4100002;4100003;4100004;4100005	41000	interior-map
41007010	m41_00_00_00	4100000;4100001;4100002;4100003;4100004;4100005	41000	interior-map
41007020	m41_00_00_00	4100003	41000	interior-seam:プレイ領域 4100003 牢屋部屋パーツ①和@2.4m
41007100	m41_00_00_00	-1;4100003	-1;41000	interior-vol:プレイ領域 4100003 牢屋部屋パーツ①和
41007110	m41_00_00_00	-1;4100003	-1;41000	interior-vol:プレイ領域 4100003 牢屋部屋パーツ①和
41007120	m41_00_00_00	4100003	41000	interior-vol:プレイ領域 4100003 壺降りエリア上層
41007130	m41_00_00_00	4100000;4100001;4100002;4100003;4100004;4100005	41000	interior-map
41007200	m41_00_00_00	4100005	41000	interior-vol:プレイ領域 4100005 巨大壺の祭壇
41007210	m41_00_00_00	4100000;4100001;4100002;4100003;4100004;4100005	41000	interior-map
41007250	m41_00_00_00	4100005	41000	interior-vol:プレイ領域 4100005 巨大壺の祭壇
41007260	m41_00_00_00	4100005	41000	interior-seam:プレイ領域 4100005 巨大壺の祭壇@5.8m
41007270	m41_00_00_00	4100000;4100001;4100002;4100003;4100004;4100005	41000	interior-map
41017010	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017020	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017030	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017040	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017100	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017110	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017120	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017130	m41_01_00_00	4101001	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017200	m41_01_00_00	4101002	41010	interior-vol:領域 マルチプレイエリア領域 道中4101002のパーツ
41017210	m41_01_00_00	4101002	41010	interior-vol:領域 マルチプレイエリア領域 道中4101002のパーツ
41017220	m41_01_00_00	4101001;4101002;4101004	41010	interior-vol:マルチプレイエリア領域 道中4101001
41017230	m41_01_00_00	4101003	41010	interior-vol:領域 マルチプレイエリア領域 道中4101003のパーツ {3}
41017240	m41_01_00_00	4101003	41010	interior-vol:領域 マルチプレイエリア領域 道中4101003のパーツ {3}
41017250	m41_01_00_00	4101003	41010	interior-vol:領域 マルチプレイエリア領域 道中4101003のパーツ
41017260	m41_01_00_00	4101004	41010	interior-vol:領域 マルチプレイエリア領域 道中4101004のパーツ {2}
41017300	m41_01_00_00	4101004	41010	interior-vol:領域 マルチプレイエリア領域 道中4101004のパーツ {2}
41017310	m41_01_00_00	4101003	41010	interior-vol:領域 マルチプレイエリア領域 道中4101003のパーツ
41027000	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027010	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027050	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027060	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027070	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027100	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027110	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027120	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027130	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027150	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027160	m41_02_00_00	4102000;4102001;4102002;4102003;4102004	41020	interior-map
41027200	m41_02_00_00	4102002	41020	interior-seam:領域 プレイ領域 4102002 B1下水入口の縦穴周り@2.1m
41027210	m41_02_00_00	4102002	41020	interior-seam:領域 プレイ領域 4102002 死体だまり@4.4m
41027300	m41_02_00_00	4102002	41020	interior-vol:領域 プレイ領域 4102002 死体だまり
41027320	m41_02_00_00	4102002	41020	interior-vol:領域 プレイ領域 4102002 死体だまり
42007100	m42_00_00_00	4200090	42000	interior-map
42007110	m42_00_00_00	4200090	42000	interior-map
42007130	m42_00_00_00	4200090	42000	interior-map
42007140	m42_00_00_00	4200090	42000	interior-map
42007150	m42_00_00_00	4200090	42000	interior-map
42007160	m42_00_00_00	4200090	42000	interior-map
42007170	m42_00_00_00	4200090	42000	interior-map
42007180	m42_00_00_00	4200090	42000	interior-map
42027010	m42_02_00_00	4202090	42020	interior-map
42027020	m42_02_00_00	4202090	42020	interior-map
42027030	m42_02_00_00	4202090	42020	interior-map
42027040	m42_02_00_00	4202090	42020	interior-map
42027050	m42_02_00_00	4202090	42020	interior-map
42027060	m42_02_00_00	4202090	42020	interior-map
42027070	m42_02_00_00	4202090	42020	interior-map
42027080	m42_02_00_00	4202090	42020	interior-map
42037100	m42_03_00_00	4203090	42030	interior-map
42037110	m42_03_00_00	4203090	42030	interior-map
42037120	m42_03_00_00	4203090	42030	interior-map
42037130	m42_03_00_00	4203090	42030	interior-map
42037140	m42_03_00_00	4203090	42030	interior-map
42037150	m42_03_00_00	4203090	42030	interior-map
42037160	m42_03_00_00	4203090	42030	interior-map
42037170	m42_03_00_00	4203090	42030	interior-map
42037180	m42_03_00_00	4203090	42030	interior-map
43007000	m43_00_00_00	4300002	43000	interior-seam:領域_マルチプレイエリア上書き_01_後半用@6.8m
43007010	m43_00_00_00	4300000;4300001;4300002	43000	interior-map
43007020	m43_00_00_00	4300002	43000	interior-vol:領域_マルチプレイエリア上書き_00_後半用
43007030	m43_00_00_00	4300000;4300001;4300002	43000	interior-map
43007040	m43_00_00_00	4300000;4300001;4300002	43000	interior-map
43007050	m43_00_00_00	4300002	43000	interior-vol:領域_マルチプレイエリア上書き_01_後半用
43017000	m43_01_00_00	4301000;4301001;4301002;4301003;4301090	43010	interior-map
43017010	m43_01_00_00	4301002	43010	interior-vol:プレイ領域 4301002 大穴前
43017020	m43_01_00_00	4301000;4301001;4301002;4301003;4301090	43010	interior-map
43017030	m43_01_00_00	4301000;4301001;4301002;4301003;4301090	43010	interior-map
43017040	m43_01_00_00	4301003	43010	interior-vol:プレイ領域 4301003 ボス部屋前
1033407100	m60_33_40_00	-	-	none
1033417000	m60_33_41_00	-	-	none
1033417010	m60_33_41_00	-	-	none
1033417020	m60_33_41_00	-	-	none
1033447000	m60_33_44_00	-	-	none
1033447010	m60_33_44_00	-	-	none
1033447020	m60_33_44_00	-	-	none
1033447030	m60_33_44_00	-	-	none
1033447040	m60_33_44_00	-	-	none
1033457990	m60_33_45_00	-	-	none
1033467000	m60_33_46_00	-	-	none
1033467030	m60_33_46_00	-	-	none
1033467040	m60_33_46_00	-	-	none
1033477000	m60_33_47_00	-	-	none
1033477010	m60_33_47_00	-	-	none
1033477020	m60_33_47_00	-	-	none
1033477030	m60_33_47_00	-	-	none
1033477200	m60_08_11_02	-	-	none
1033477900	m60_33_47_00	-	-	none
1033477910	m60_33_47_00	-	-	none
1034417000	m60_34_41_00	-	-	none
1034427000	m60_34_42_00	6200002	62000	tile-default
1034427010	m60_34_42_00	6200002	62000	tile-default
1034427020	m60_34_42_00	6200002	62000	tile-default
1034427030	m60_34_42_00	6200002	62000	tile-default
1034427040	m60_34_42_00	6200002	62000	tile-default
1034427050	m60_34_42_00	6200002	62000	tile-default
1034427060	m60_34_42_00	6200002	62000	tile-default
1034427100	m60_34_42_00	6200002	62000	tile-default
1034437000	m60_34_43_00	-	-	none
1034437300	m60_34_43_00	-	-	none
1034447000	m60_34_44_00	-	-	none
1034447010	m60_34_44_00	-	-	none
1034447900	m60_34_44_00	-	-	none
1034457010	m60_34_45_00	-	-	none
1034457020	m60_34_45_00	-	-	none
1034457100	m60_34_45_00	-	-	none
1034467100	m60_34_46_00	-	-	none
1034477000	m60_34_47_00	-	-	none
1034477110	m60_34_47_00	-	-	none
1034477120	m60_34_47_00	-	-	none
1034477130	m60_34_47_00	-	-	none
1034477140	m60_34_47_00	-	-	none
1034477150	m60_34_47_00	-	-	none
1034477160	m60_34_47_00	-	-	none
1034477170	m60_34_47_00	-	-	none
1034477180	m60_34_47_00	-	-	none
1034477190	m60_34_47_00	-	-	none
1034477200	m60_34_47_00	-	-	none
1034477210	m60_34_47_00	-	-	none
1034477220	m60_34_47_00	-	-	none
1034477500	m60_34_47_00	-	-	none
1034487000	m60_34_48_00	6200005	62000	tile-default
1034487010	m60_34_48_00	6200003	62000	tile-default
1034487100	m60_34_48_00	6200020	62000	seam:プレイ領域 6205020 ※湖_地図断片５_閉込ボス領域２@7.0m
1034497010	m60_34_49_00	6200005	62000	tile-default
1034507010	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507020	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507030	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507040	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507050	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507060	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507070	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507080	m60_34_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1034507090	m60_34_50_00	-	-	none
1034517900	m60_34_51_00	-	-	none
1035417000	m60_35_41_00	6202000	62020	tile-default
1035417010	m60_35_41_00	6202000	62020	tile-default
1035417100	m60_35_41_00	6202000	62020	tile-default
1035417110	m60_35_41_00	6202000	62020	volume:領域 プレイ領域
1035427010	m60_35_42_00	-	-	none
1035427030	m60_35_42_00	-	-	none
1035427040	m60_35_42_00	-	-	none
1035427100	m60_35_42_00	-	-	none
1035427110	m60_35_42_00	-	-	none
1035427120	m60_35_42_00	-	-	none
1035427130	m60_35_42_00	-	-	none
1035427140	m60_35_42_00	-	-	none
1035427150	m60_35_42_00	-	-	none
1035427160	m60_35_42_00	-	-	none
1035427170	m60_35_42_00	-	-	none
1035427180	m60_35_42_00	-	-	none
1035427190	m60_35_42_00	-	-	none
1035427200	m60_35_42_00	-	-	none
1035437010	m60_35_43_00	-	-	none
1035447000	m60_35_44_00	-	-	none
1035447010	m60_35_44_00	-	-	none
1035447020	m60_35_44_00	-	-	none
1035447030	m60_35_44_00	-	-	none
1035447040	m60_35_44_00	-	-	none
1035447050	m60_35_44_00	-	-	none
1035447060	m60_35_44_00	-	-	none
1035447070	m60_35_44_00	-	-	none
1035447080	m60_35_44_00	-	-	none
1035447090	m60_35_44_00	-	-	none
1035447100	m60_35_44_00	-	-	none
1035447110	m60_35_44_00	-	-	none
1035447120	m60_35_44_00	-	-	none
1035457000	m60_35_45_00	1400011	14000	volume:プレイ領域 モンサン前階段06
1035457030	m60_35_45_00	1400011	14000	volume:プレイ領域 モンサン前階段04
1035457100	m60_35_45_00	1400011	14000	seam:プレイ領域 モンサン前階段06@5.3m
1035467020	m60_35_46_00	1400011	14000	tile-default
1035467100	m60_35_46_00	1400011	14000	volume:プレイ領域 モンサン前階段03
1035477010	m60_35_47_00	-	-	none
1035487010	m60_35_48_00	6200006	62000	tile-default
1035487020	m60_35_48_00	6200006	62000	tile-default
1035487030	m60_35_48_00	6200006	62000	tile-default
1035497020	m60_35_49_00	-	-	none
1035497990	m60_35_49_00	-	-	none
1035507000	m60_35_50_00	6200007	62000	tile-default
1035507010	m60_35_50_00	6200007	62000	tile-default
1035507020	m60_35_50_00	6200005	62000	seam:領域 プレイ領域 6200005 06@4.8m
1035507030	m60_35_50_00	6200005	62000	seam:領域 プレイ領域 6200005 04@6.6m
1035507050	m60_35_50_00	-	-	none
1035507060	m60_35_50_00	6200007	62000	tile-default
1035507070	m60_35_50_00	6200007	62000	tile-default
1035507080	m60_35_50_00	6200007	62000	tile-default
1035507090	m60_35_50_00	6200007	62000	tile-default
1035507100	m60_35_50_00	6200007	62000	tile-default
1035507110	m60_35_50_00	6200007	62000	tile-default
1035507120	m60_35_50_00	6200007	62000	tile-default
1035507130	m60_35_50_00	6200007	62000	tile-default
1035507140	m60_35_50_00	6200007	62000	tile-default
1035507150	m60_35_50_00	6200005	62000	volume:領域 プレイ領域 6200005 01
1035507160	m60_35_50_00	6200007	62000	tile-default
1035507170	m60_35_50_00	6200007	62000	tile-default
1035507180	m60_35_50_00	6200007	62000	tile-default
1035507190	m60_35_50_00	6200007	62000	tile-default
1035507200	m60_35_50_00	6200007	62000	tile-default
1035507220	m60_35_50_00	6200007	62000	tile-default
1035507230	m60_35_50_00	6200007	62000	tile-default
1035507240	m60_35_50_00	-	-	none
1035507250	m60_35_50_00	6200007	62000	tile-default
1035507260	m60_35_50_00	6200007	62000	tile-default
1035507270	m60_35_50_00	6200007	62000	tile-default
1035507280	m60_35_50_00	6200007	62000	tile-default
1035507300	m60_35_50_00	6200007	62000	tile-default
1035507650	m60_35_50_00	6200007	62000	tile-default
1035507660	m60_35_50_00	6200007	62000	tile-default
1035507670	m60_35_50_00	6200007	62000	tile-default
1035507680	m60_35_50_00	6200007	62000	tile-default
1035507690	m60_35_50_00	6200007	62000	tile-default
1035507700	m60_35_50_00	6200007	62000	tile-default
1035507710	m60_35_50_00	6200007	62000	tile-default
1035507720	m60_35_50_00	6200007	62000	tile-default
1035507730	m60_35_50_00	6200007	62000	tile-default
1035507740	m60_35_50_00	6200007	62000	tile-default
1035507750	m60_35_50_00	6200007	62000	tile-default
1035507760	m60_35_50_00	6200007	62000	tile-default
1035507770	m60_35_50_00	6200005	62000	seam:領域 プレイ領域 6200005 00@7.8m
1035507780	m60_35_50_00	6200007	62000	tile-default
1035507790	m60_35_50_00	6200007	62000	tile-default
1035507800	m60_35_50_00	6200007	62000	tile-default
1035507900	m60_35_50_00	6200007	62000	tile-default
1035507990	m60_35_50_00	6200007	62000	tile-default
1035527010	m60_35_52_00	-	-	none
1035527020	m60_35_52_00	-	-	none
1035527030	m60_35_52_00	-	-	none
1035527040	m60_35_52_00	-	-	none
1035537000	m60_35_53_00	6302002	63020	tile-default
1035537010	m60_35_53_00	6302002	63020	tile-default
1035537020	m60_08_13_02	6302002	63020	tile-default
1035537030	m60_35_53_00	6302002	63020	tile-default
1035537040	m60_35_53_00	6302002	63020	tile-default
1035537050	m60_35_53_00	6302002	63020	tile-default
1035547000	m60_35_54_00	6302001	63020	tile-default
1035547010	m60_35_54_00	-	-	none
1035547020	m60_35_54_00	-	-	none
1035547050	m60_35_54_00	6302002	63020	tile-default
1035547060	m60_35_54_00	6302002	63020	tile-default
1035547070	m60_35_54_00	6302002	63020	tile-default
1035547980	m60_35_54_00	-	-	none
1036417000	m60_36_41_00	-	-	none
1036417010	m60_36_41_00	-	-	none
1036417020	m60_36_41_00	3105090	31050	volume:領域パーツ プレイ領域 3105090 ②
1036437000	m60_36_43_00	-	-	none
1036437020	m60_36_43_00	-	-	none
1036437030	m60_36_43_00	-	-	none
1036447000	m60_36_44_00	6200000	62000	tile-default
1036447010	m60_36_44_00	6200000	62000	tile-default
1036447040	m60_36_44_00	6200000	62000	tile-default
1036447050	m60_36_44_00	6200000	62000	tile-default
1036447060	m60_36_44_00	6200000	62000	tile-default
1036447300	m60_36_44_00	6200000	62000	tile-default
1036457020	m60_36_45_00	-	-	none
1036457110	m60_36_45_00	-	-	none
1036477000	m60_36_47_00	-	-	none
1036487000	m60_36_48_00	-	-	none
1036497000	m60_36_49_00	-	-	none
1036507010	m60_36_50_00	-	-	none
1036507020	m60_36_50_00	-	-	none
1036507030	m60_36_50_00	-	-	none
1036517000	m60_36_51_00	-	-	none
1036517700	m60_36_51_00	-	-	none
1036527000	m60_36_52_00	6302002	63020	volume:プレイエリア上書き領域 ゲルミア火山 パーツ２
1036527010	m60_36_52_00	-	-	none
1036527020	m60_36_52_00	-	-	none
1036527030	m60_36_52_00	-	-	none
1036527040	m60_36_52_00	6302002	63020	volume:プレイエリア上書き領域 ゲルミア火山 パーツ３
1036527050	m60_36_52_00	6302002	63020	seam:プレイエリア上書き領域 ゲルミア火山 パーツ２@3.5m
1036527060	m60_36_52_00	6302002	63020	volume:プレイエリア上書き領域 ゲルミア火山 パーツ４
1036537000	m60_36_53_00	-	-	none
1036547000	m60_36_54_00	6302001	63020	tile-default
1036547010	m60_36_54_00	6302001	63020	tile-default
1036547020	m60_36_54_00	6302001	63020	tile-default
1036547030	m60_36_54_00	6302001	63020	tile-default
1036547040	m60_36_54_00	6302001	63020	tile-default
1036547050	m60_36_54_00	6302001	63020	tile-default
1036547400	m60_36_54_00	6302001	63020	tile-default
1036547990	m60_35_54_00	6302001	63020	tile-default
1037417010	m60_37_41_00	-	-	none
1037427000	m60_37_42_00	-	-	none
1037427010	m60_37_42_00	-	-	none
1037427030	m60_37_42_00	-	-	none
1037427900	m60_37_42_00	-	-	none
1037437000	m60_37_43_00	-	-	none
1037437010	m60_37_43_00	-	-	none
1037447000	m60_37_44_00	-	-	none
1037447010	m60_37_44_00	-	-	none
1037457100	m60_37_45_00	-	-	none
1037467000	m60_37_46_00	-	-	none
1037467010	m60_37_46_00	-	-	none
1037477000	m60_37_47_00	3202001	32020	tile-default
1037477010	m60_37_47_00	3202001	32020	tile-default
1037477020	m60_37_47_00	3202001	32020	tile-default
1037477030	m60_37_47_00	3202001	32020	tile-default
1037487000	m60_37_48_00	6201000	62010	tile-default
1037487010	m60_37_48_00	6201000	62010	tile-default
1037487020	m60_37_48_00	6201000	62010	tile-default
1037487030	m60_37_48_00	6201000	62010	tile-default
1037487040	m60_37_48_00	6201000	62010	tile-default
1037487050	m60_37_48_00	6201000	62010	tile-default
1037487060	m60_37_48_00	6201000	62010	tile-default
1037487070	m60_37_48_00	6201000	62010	tile-default
1037487080	m60_37_48_00	6201000	62010	tile-default
1037497000	m60_37_49_00	-	-	none
1037497010	m60_37_49_00	-	-	none
1037497020	m60_37_49_00	-	-	none
1037497030	m60_37_49_00	-	-	none
1037497100	m60_37_49_00	-	-	none
1037497200	m60_37_49_00	-	-	none
1037507000	m60_37_50_00	-	-	none
1037507100	m60_37_50_00	-	-	none
1037517000	m60_37_51_00	6300000	63000	tile-default
1037517010	m60_37_51_00	6300000	63000	tile-default
1037517020	m60_37_51_00	6300000	63000	tile-default
1037527020	m60_37_52_00	-	-	none
1037527030	m60_37_52_00	-	-	none
1037527040	m60_37_52_00	-	-	none
1037527050	m60_37_52_00	-	-	none
1037527060	m60_37_52_00	-	-	none
1037527070	m60_37_52_00	-	-	none
1037527080	m60_37_52_00	-	-	none
1037527090	m60_37_52_00	-	-	none
1037527100	m60_37_52_00	-	-	none
1037537000	m60_37_53_00	-	-	none
1037537010	m60_37_53_00	-	-	none
1037537020	m60_37_53_00	-	-	none
1037537400	m60_37_53_00	-	-	none
1037547000	m60_37_54_00	6302000	63020	tile-default
1037547010	m60_37_54_00	6302000	63020	tile-default
1037547020	m60_37_54_00	6302000	63020	tile-default
1037547030	m60_37_54_00	6302000	63020	tile-default
1037547040	m60_37_54_00	6302000	63020	tile-default
1037547050	m60_37_54_00	6302000	63020	tile-default
1037547060	m60_37_54_00	6302000	63020	tile-default
1037547070	m60_37_54_00	6302000	63020	tile-default
1037547080	m60_37_54_00	6302000	63020	tile-default
1037547090	m60_37_54_00	6302000	63020	tile-default
1037547100	m60_37_54_00	6302000	63020	tile-default
1037547110	m60_37_54_00	6302000	63020	tile-default
1037547120	m60_37_54_00	6302000	63020	tile-default
1037547130	m60_37_54_00	6302000	63020	tile-default
1037547140	m60_37_54_00	6302000	63020	tile-default
1037547150	m60_37_54_00	6302000	63020	tile-default
1037557000	m60_37_55_00	-	-	none
1038397000	m60_38_39_00	-	-	none
1038407000	m60_38_40_00	-	-	none
1038417010	m60_38_41_00	-	-	none
1038427000	m60_38_42_00	6200001	62000	tile-default
1038427010	m60_38_42_00	6200001	62000	tile-default
1038427020	m60_38_42_00	6200001	62000	tile-default
1038437000	m60_38_43_00	-	-	none
1038437010	m60_38_43_00	-	-	none
1038437020	m60_38_43_00	-	-	none
1038447030	m60_38_44_00	-	-	none
1038447040	m60_38_44_00	-	-	none
1038457000	m60_38_45_00	-	-	none
1038457010	m60_38_45_00	-	-	none
1038457020	m60_38_45_00	-	-	none
1038467000	m60_38_46_00	6200004	62000	tile-default
1038477010	m60_38_47_00	-	-	none
1038477030	m60_38_47_00	-	-	none
1038487020	m60_38_48_00	-	-	none
1038487030	m60_38_48_00	-	-	none
1038487100	m60_38_48_00	-	-	none
1038487120	m60_38_48_00	-	-	none
1038487130	m60_38_48_00	-	-	none
1038497000	m60_38_49_00	-	-	none
1038497010	m60_38_49_00	-	-	none
1038497030	m60_38_49_00	-	-	none
1038497040	m60_38_49_00	-	-	none
1038497900	m60_38_49_00	-	-	none
1038507000	m60_38_50_00	-	-	none
1038507010	m60_38_50_00	-	-	none
1038517000	m60_38_51_00	6300000	63000	volume:プレイ領域 6300000 高山 城壁外_馬車墓場
1038517010	m60_38_51_00	-	-	none
1038517020	m60_38_51_00	-	-	none
1038517030	m60_09_12_02	-	-	none
1038517040	m60_38_51_00	-	-	none
1038517050	m60_38_51_00	6300020	63000	volume:プレイ領域 6300020 高山_地図断片６_閉込ボス領域２
1038517060	m60_38_51_00	-	-	none
1038517070	m60_38_51_00	-	-	none
1038517080	m60_38_51_00	-	-	none
1038517090	m60_09_12_02	6300002	63000	tile-default
1038517400	m60_38_51_00	-	-	none
1038527000	m60_38_52_00	-	-	none
1038527010	m60_38_52_00	-	-	none
1038527020	m60_38_52_00	-	-	none
1038527030	m60_38_52_00	-	-	none
1038527040	m60_38_52_00	-	-	none
1038527050	m60_38_52_00	-	-	none
1038527060	m60_38_52_00	-	-	none
1038527070	m60_38_52_00	-	-	none
1038537000	m60_38_53_00	3204001	32040	tile-default
1038537010	m60_38_53_00	3204001	32040	tile-default
1038537020	m60_38_53_00	3204001	32040	tile-default
1038537030	m60_38_53_00	3204001	32040	tile-default
1038537040	m60_38_53_00	3204001	32040	tile-default
1038537050	m60_38_53_00	3204001	32040	tile-default
1038547000	m60_38_54_00	-	-	none
1038547010	m60_38_54_00	-	-	none
1038547020	m60_38_54_00	-	-	none
1038547030	m60_38_54_00	-	-	none
1038547050	m60_38_54_00	-	-	none
1038547060	m60_38_54_00	6302000	63020	volume:プレイエリア上書き領域 ゲルミア火山 パーツ3
1038547070	m60_38_54_00	-	-	none
